implementation_type,model,prompt_type,language,category,snippet,script_path,run_id,status,elapsed_seconds,energy_joules,avg_power_watts,error_message
candidate,gemini,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/python/data_manipulation_preprocessing/01_impute_encode_scale.py,1,ok,0.259488911,4.120000000,15.877364409,
candidate,gemini,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,1,ok,0.235919276,3.970000000,16.827789858,
candidate,gemini,base,python,data_visualization,01_scatter_trend_grouped,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/python/data_visualization/01_scatter_trend_grouped.py,1,ok,1.180637354,15.680000000,13.280962140,
candidate,gemini,base,python,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/python/data_visualization/02_distribution_boxplot.py,1,ok,0.630636913,8.390000000,13.304010322,
candidate,gemini,base,python,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/python/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.py,1,ok,3.230550692,39.080000000,12.097008754,
candidate,gemini,base,python,machine_learning_workflows,02_regression_workflow_feature_importance,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,1,ok,15.277557784,173.060000000,11.327726751,
candidate,gemini,base,python,statistical_modelling_analysis,01_linear_regression_inference,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/python/statistical_modelling_analysis/01_linear_regression_inference.py,1,ok,0.782464614,11.470000000,14.658809862,
candidate,gemini,base,python,statistical_modelling_analysis,02_logistic_regression_odds_ratios,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/python/statistical_modelling_analysis/02_logistic_regression_odds_ratios.py,1,ok,0.981179032,13.600000000,13.860875086,
candidate,gemini,base,r,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/data_manipulation_preprocessing/01_impute_encode_scale.R,1,ok,0.117213159,1.230000000,10.493702333,
candidate,gemini,base,r,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/data_manipulation_preprocessing/02_merge_aggregate_reshape.R,1,ok,0.120180898,1.290000000,10.733818947,
candidate,gemini,base,r,data_visualization,01_scatter_trend_grouped,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/data_visualization/01_scatter_trend_grouped.R,1,ok,0.150048155,1.490000000,9.930145426,
candidate,gemini,base,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/data_visualization/02_distribution_boxplot.R,1,ok,0.147571788,1.600000000,10.842180756,
candidate,gemini,base,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,1,ok,2.243293078,26.990000000,12.031419463,
candidate,gemini,base,r,machine_learning_workflows,02_regression_workflow_feature_importance,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/machine_learning_workflows/02_regression_workflow_feature_importance.R,1,ok,3.378922839,39.520000000,11.696035063,
candidate,gemini,base,r,statistical_modelling_analysis,01_linear_regression_inference,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/statistical_modelling_analysis/01_linear_regression_inference.R,1,ok,0.118763386,1.400000000,11.788144875,
candidate,gemini,base,r,statistical_modelling_analysis,02_logistic_regression_odds_ratios,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/statistical_modelling_analysis/02_logistic_regression_odds_ratios.R,1,ok,0.123845752,1.360000000,10.981402091,
candidate,gemini,optimized,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/python/data_manipulation_preprocessing/01_impute_encode_scale.py,1,ok,0.249824110,4.030000000,16.131349372,
candidate,gemini,optimized,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,1,ok,0.841720094,11.760000000,13.971390352,
candidate,gemini,optimized,python,data_visualization,01_scatter_trend_grouped,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/python/data_visualization/01_scatter_trend_grouped.py,1,ok,0.488087262,6.830000000,13.993399402,
candidate,gemini,optimized,python,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/python/data_visualization/02_distribution_boxplot.py,1,ok,0.618590079,8.560000000,13.837919958,
candidate,gemini,optimized,python,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/python/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.py,1,ok,3.227628326,40.040000000,12.405393669,
candidate,gemini,optimized,python,machine_learning_workflows,02_regression_workflow_feature_importance,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,1,ok,15.136648432,171.570000000,11.334741688,
candidate,gemini,optimized,python,statistical_modelling_analysis,01_linear_regression_inference,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/python/statistical_modelling_analysis/01_linear_regression_inference.py,1,ok,0.768387444,11.370000000,14.797222532,
candidate,gemini,optimized,python,statistical_modelling_analysis,02_logistic_regression_odds_ratios,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/python/statistical_modelling_analysis/02_logistic_regression_odds_ratios.py,1,ok,0.952054037,13.450000000,14.127349370,
candidate,gemini,optimized,r,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/r/data_manipulation_preprocessing/01_impute_encode_scale.R,1,ok,0.122349006,1.230000000,10.053207952,
candidate,gemini,optimized,r,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/r/data_manipulation_preprocessing/02_merge_aggregate_reshape.R,1,ok,0.114005237,1.260000000,11.052123860,
candidate,gemini,optimized,r,data_visualization,01_scatter_trend_grouped,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/r/data_visualization/01_scatter_trend_grouped.R,1,ok,0.143788012,1.510000000,10.501570882,
candidate,gemini,optimized,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/r/data_visualization/02_distribution_boxplot.R,1,ok,0.140027143,1.680000000,11.997673908,
candidate,gemini,optimized,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,1,ok,2.481061916,30.410000000,12.256848491,
candidate,gemini,optimized,r,machine_learning_workflows,02_regression_workflow_feature_importance,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/r/machine_learning_workflows/02_regression_workflow_feature_importance.R,1,ok,3.009589484,36.250000000,12.044832092,
candidate,gemini,optimized,r,statistical_modelling_analysis,01_linear_regression_inference,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/r/statistical_modelling_analysis/01_linear_regression_inference.R,1,ok,0.129258783,1.380000000,10.676257102,
candidate,gemini,optimized,r,statistical_modelling_analysis,02_logistic_regression_odds_ratios,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/r/statistical_modelling_analysis/02_logistic_regression_odds_ratios.R,1,ok,0.147462556,1.440000000,9.765190833,
candidate,gpt,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/python/data_manipulation_preprocessing/01_impute_encode_scale.py,1,ok,0.783969288,11.540000000,14.719964387,
candidate,gpt,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,1,ok,0.247670773,4.080000000,16.473481915,
candidate,gpt,base,python,data_visualization,01_scatter_trend_grouped,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/python/data_visualization/01_scatter_trend_grouped.py,1,ok,1.072425097,14.870000000,13.865770245,
candidate,gpt,base,python,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/python/data_visualization/02_distribution_boxplot.py,1,ok,0.603027405,8.260000000,13.697553265,
candidate,gpt,base,python,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/python/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.py,1,ok,3.031512447,37.810000000,12.472322203,
candidate,gpt,base,python,machine_learning_workflows,02_regression_workflow_feature_importance,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,1,ok,15.191788460,173.010000000,11.388389225,
candidate,gpt,base,python,statistical_modelling_analysis,01_linear_regression_inference,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/python/statistical_modelling_analysis/01_linear_regression_inference.py,1,ok,0.778898134,11.520000000,14.790124019,
candidate,gpt,base,python,statistical_modelling_analysis,02_logistic_regression_odds_ratios,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/python/statistical_modelling_analysis/02_logistic_regression_odds_ratios.py,1,ok,0.982442758,13.600000000,13.843045703,
candidate,gpt,base,r,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/r/data_manipulation_preprocessing/01_impute_encode_scale.R,1,ok,0.523324151,6.230000000,11.904667476,
candidate,gpt,base,r,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/r/data_manipulation_preprocessing/02_merge_aggregate_reshape.R,1,ok,0.536169623,6.480000000,12.085727580,
candidate,gpt,base,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/r/data_visualization/02_distribution_boxplot.R,1,ok,0.751137625,8.940000000,11.901946730,
candidate,gpt,base,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,1,ok,2.766334424,33.790000000,12.214719850,
candidate,gpt,base,r,machine_learning_workflows,02_regression_workflow_feature_importance,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/r/machine_learning_workflows/02_regression_workflow_feature_importance.R,1,ok,2.156766747,25.770000000,11.948440895,
candidate,gpt,base,r,statistical_modelling_analysis,02_logistic_regression_odds_ratios,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/base/r/statistical_modelling_analysis/02_logistic_regression_odds_ratios.R,1,ok,0.521272363,6.290000000,12.066628593,
candidate,gpt,optimized,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/optimized/python/data_manipulation_preprocessing/01_impute_encode_scale.py,1,ok,0.246966863,4.140000000,16.763382543,
candidate,gpt,optimized,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/optimized/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,1,ok,0.242266709,4.050000000,16.717113204,
candidate,gpt,optimized,python,data_visualization,01_scatter_trend_grouped,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/optimized/python/data_visualization/01_scatter_trend_grouped.py,1,ok,0.493000754,6.880000000,13.955353910,
candidate,gpt,optimized,python,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/optimized/python/data_visualization/02_distribution_boxplot.py,1,ok,0.591305990,8.120000000,13.732314804,
candidate,gpt,optimized,python,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/optimized/python/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.py,1,ok,3.643253294,87.400000000,23.989548062,
candidate,gpt,optimized,python,machine_learning_workflows,02_regression_workflow_feature_importance,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/optimized/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,1,ok,15.177728414,174.030000000,11.466142709,
candidate,gpt,optimized,python,statistical_modelling_analysis,01_linear_regression_inference,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/optimized/python/statistical_modelling_analysis/01_linear_regression_inference.py,1,ok,0.777434782,11.490000000,14.779374767,
candidate,gpt,optimized,python,statistical_modelling_analysis,02_logistic_regression_odds_ratios,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/optimized/python/statistical_modelling_analysis/02_logistic_regression_odds_ratios.py,1,ok,0.987917592,13.700000000,13.867553439,
candidate,gpt,optimized,r,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/optimized/r/data_manipulation_preprocessing/01_impute_encode_scale.R,1,ok,0.498556634,5.960000000,11.954509465,
candidate,gpt,optimized,r,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/optimized/r/data_manipulation_preprocessing/02_merge_aggregate_reshape.R,1,ok,0.485248601,5.730000000,11.808380257,
candidate,gpt,optimized,r,data_visualization,01_scatter_trend_grouped,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/optimized/r/data_visualization/01_scatter_trend_grouped.R,1,ok,0.538226623,6.110000000,11.352095454,
candidate,gpt,optimized,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/optimized/r/data_visualization/02_distribution_boxplot.R,1,ok,0.468439384,5.460000000,11.655723636,
candidate,gpt,optimized,r,machine_learning_workflows,02_regression_workflow_feature_importance,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/optimized/r/machine_learning_workflows/02_regression_workflow_feature_importance.R,1,ok,2.155030811,25.560000000,11.860619287,
candidate,gpt,optimized,r,statistical_modelling_analysis,01_linear_regression_inference,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/optimized/r/statistical_modelling_analysis/01_linear_regression_inference.R,1,ok,0.491538678,5.850000000,11.901403210,
candidate,gpt,optimized,r,statistical_modelling_analysis,02_logistic_regression_odds_ratios,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gpt/optimized/r/statistical_modelling_analysis/02_logistic_regression_odds_ratios.R,1,ok,0.431724167,5.170000000,11.975238810,
candidate,llama,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/llama/base/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,1,ok,0.835674736,12.040000000,14.407519435,
candidate,llama,base,python,data_visualization,01_scatter_trend_grouped,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/llama/base/python/data_visualization/01_scatter_trend_grouped.py,1,ok,1.124617039,15.330000000,13.631306897,
candidate,llama,base,python,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/llama/base/python/data_visualization/02_distribution_boxplot.py,1,ok,0.613011651,8.370000000,13.653900356,
candidate,llama,base,python,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/llama/base/python/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.py,1,ok,2.931460947,38.460000000,13.119738143,
candidate,llama,base,python,machine_learning_workflows,02_regression_workflow_feature_importance,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/llama/base/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,1,ok,15.170656412,181.920000000,11.991570771,
candidate,llama,base,python,statistical_modelling_analysis,01_linear_regression_inference,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/llama/base/python/statistical_modelling_analysis/01_linear_regression_inference.py,1,ok,0.944260100,13.680000000,14.487533678,
candidate,llama,base,python,statistical_modelling_analysis,02_logistic_regression_odds_ratios,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/llama/base/python/statistical_modelling_analysis/02_logistic_regression_odds_ratios.py,1,ok,0.841634000,13.320000000,15.826356825,
candidate,llama,base,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/llama/base/r/data_visualization/02_distribution_boxplot.R,1,ok,1.240841269,14.910000000,12.016041352,
candidate,llama,optimized,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/llama/optimized/python/data_manipulation_preprocessing/01_impute_encode_scale.py,1,ok,0.785161604,11.770000000,14.990544545,
candidate,llama,optimized,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/llama/optimized/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,1,ok,0.238678289,4.010000000,16.800857828,
candidate,llama,optimized,python,data_visualization,01_scatter_trend_grouped,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/llama/optimized/python/data_visualization/01_scatter_trend_grouped.py,1,ok,1.076379649,14.800000000,13.749795450,
candidate,llama,optimized,python,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/llama/optimized/python/data_visualization/02_distribution_boxplot.py,1,ok,0.616720729,8.500000000,13.782575484,
candidate,llama,optimized,python,statistical_modelling_analysis,02_logistic_regression_odds_ratios,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/llama/optimized/python/statistical_modelling_analysis/02_logistic_regression_odds_ratios.py,1,ok,0.844073941,13.170000000,15.602898467,
candidate,starcoder,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/starcoder/base/python/data_manipulation_preprocessing/01_impute_encode_scale.py,1,ok,0.806810972,11.160000000,13.832236282,
candidate,starcoder,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/starcoder/base/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,1,ok,0.846405775,12.110000000,14.307558334,
candidate,starcoder,base,python,data_visualization,01_scatter_trend_grouped,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/starcoder/base/python/data_visualization/01_scatter_trend_grouped.py,1,ok,1.099176463,14.790000000,13.455528296,
candidate,starcoder,base,python,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/starcoder/base/python/data_visualization/02_distribution_boxplot.py,1,ok,0.554500498,7.610000000,13.724063418,
candidate,starcoder,base,python,statistical_modelling_analysis,01_linear_regression_inference,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/starcoder/base/python/statistical_modelling_analysis/01_linear_regression_inference.py,1,ok,0.827351986,12.110000000,14.637059202,
candidate,starcoder,base,python,statistical_modelling_analysis,02_logistic_regression_odds_ratios,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/starcoder/base/python/statistical_modelling_analysis/02_logistic_regression_odds_ratios.py,1,ok,0.875660845,13.740000000,15.691006488,
candidate,starcoder,base,r,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/starcoder/base/r/data_manipulation_preprocessing/01_impute_encode_scale.R,1,ok,1.600855123,18.470000000,11.537583717,
candidate,starcoder,optimized,python,statistical_modelling_analysis,02_logistic_regression_odds_ratios,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/starcoder/optimized/python/statistical_modelling_analysis/02_logistic_regression_odds_ratios.py,1,ok,0.838007185,13.340000000,15.918717928,
candidate,starcoder,optimized,r,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/starcoder/optimized/r/data_manipulation_preprocessing/01_impute_encode_scale.R,1,ok,1.509988467,18.130000000,12.006714221,
candidate,starcoder,optimized,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/starcoder/optimized/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,1,ok,2.912008035,34.740000000,11.929912137,
